iter	Passed	Remaining
1697	4994	24418
1698	4997	24415
1699	5000	24412
1700	5002	24408
1701	5005	24405
1702	5008	24401
1703	5011	24397
1704	5014	24395
1705	5017	24392
1706	5020	24390
1707	5023	24388
1708	5026	24384
1709	5029	24381
1710	5032	24377
1711	5034	24374
1712	5037	24370
1713	5040	24366
1714	5043	24362
1715	5046	24360
1716	5048	24356
1717	5051	24352
1718	5054	24349
1719	5057	24345
1720	5060	24342
1721	5062	24338
1722	5065	24334
1723	5068	24330
1724	5071	24327
1725	5074	24324
1726	5077	24320
1727	5079	24317
1728	5082	24314
1729	5085	24310
1730	5088	24306
1731	5091	24304
1732	5094	24300
1733	5096	24297
1734	5099	24294
1735	5102	24291
1736	5105	24289
1737	5109	24286
1738	5112	24284
1739	5115	24282
1740	5118	24280
1741	5121	24277
1742	5124	24275
1743	5127	24272
1744	5130	24269
1745	5133	24267
1746	5136	24263
1747	5139	24261
1748	5142	24258
1749	5145	24255
1750	5148	24252
1751	5150	24249
1752	5154	24247
1753	5157	24245
1754	5160	24242
1755	5163	24240
1756	5166	24238
1757	5169	24236
1758	5172	24235
1759	5175	24232
1760	5178	24229
1761	5181	24226
1762	5184	24223
1763	5187	24220
1764	5190	24217
1765	5193	24214
1766	5196	24212
1767	5199	24209
1768	5202	24208
1769	5205	24205
1770	5208	24202
1771	5211	24198
1772	5214	24195
1773	5217	24192
1774	5219	24188
1775	5222	24185
1776	5225	24182
1777	5228	24179
1778	5231	24176
1779	5234	24173
1780	5237	24170
1781	5240	24166
1782	5243	24163
1783	5246	24160
1784	5249	24157
1785	5251	24153
1786	5254	24150
1787	5257	24147
1788	5260	24144
1789	5263	24142
1790	5266	24141
1791	5269	24138
1792	5272	24135
1793	5275	24131
1794	5278	24129
1795	5281	24126
1796	5284	24123
1797	5287	24119
1798	5290	24116
1799	5293	24114
1800	5296	24112
1801	5299	24109
1802	5302	24106
1803	5305	24103
1804	5308	24100
1805	5311	24098
1806	5314	24096
1807	5317	24094
1808	5320	24092
1809	5324	24091
1810	5327	24090
1811	5331	24089
1812	5334	24088
1813	5337	24087
1814	5340	24085
1815	5344	24083
1816	5346	24080
1817	5349	24077
1818	5352	24073
1819	5355	24070
1820	5358	24067
1821	5361	24064
1822	5364	24060
1823	5366	24057
1824	5369	24054
1825	5372	24051
1826	5375	24048
1827	5378	24044
1828	5381	24041
1829	5384	24038
1830	5387	24035
1831	5390	24032
1832	5393	24030
1833	5396	24029
1834	5399	24027
1835	5403	24027
1836	5406	24025
1837	5409	24022
1838	5412	24018
1839	5415	24015
1840	5418	24012
1841	5421	24009
1842	5423	24005
1843	5426	24001
1844	5429	23998
1845	5432	23995
1846	5435	23994
1847	5438	23991
1848	5442	23990
1849	5445	23988
1850	5448	23985
1851	5451	23983
1852	5454	23979
1853	5456	23976
1854	5459	23972
1855	5462	23969
1856	5465	23965
1857	5468	23961
1858	5471	23959
1859	5474	23956
1860	5477	23953
1861	5479	23950
1862	5482	23947
1863	5485	23944
1864	5488	23940
1865	5491	23937
1866	5494	23934
1867	5497	23931
1868	5500	23928
1869	5503	23925
1870	5506	23922
1871	5508	23918
1872	5511	23915
1873	5514	23912
1874	5517	23909
1875	5520	23906
1876	5523	23903
1877	5526	23900
1878	5529	23897
1879	5531	23893
1880	5534	23890
1881	5537	23887
1882	5540	23883
1883	5543	23880
1884	5546	23878
1885	5549	23875
1886	5552	23872
1887	5555	23869
1888	5558	23865
1889	5561	23862
1890	5563	23859
1891	5566	23855
1892	5569	23852
1893	5572	23850
1894	5575	23847
1895	5578	23845
1896	5581	23842
1897	5584	23839
1898	5587	23837
1899	5591	23835
1900	5594	23834
1901	5597	23832
1902	5600	23828
1903	5603	23825
1904	5606	23822
1905	5609	23819
1906	5612	23818
1907	5615	23815
1908	5618	23812
1909	5621	23809
1910	5624	23808
1911	5627	23806
1912	5630	23803
1913	5633	23800
1914	5636	23798
1915	5639	23795
1916	5642	23792
1917	5645	23788
1918	5648	23785
1919	5651	23782
1920	5654	23779
1921	5657	23776
1922	5659	23773
1923	5662	23769
1924	5665	23765
1925	5668	23763
1926	5671	23760
1927	5674	23756
1928	5677	23753
1929	5680	23751
1930	5683	23748
1931	5686	23745
1932	5689	23743
1933	5692	23741
1934	5695	23739
1935	5699	23738
1936	5702	23736
1937	5705	23734
1938	5708	23732
1939	5711	23730
1940	5715	23729
1941	5718	23727
1942	5721	23725
1943	5724	23723
1944	5728	23722
1945	5731	23720
1946	5734	23719
1947	5737	23717
1948	5740	23715
1949	5744	23713
1950	5747	23712
1951	5750	23710
1952	5754	23709
1953	5757	23707
1954	5760	23706
1955	5764	23704
1956	5767	23703
1957	5770	23701
1958	5773	23700
1959	5777	23698
1960	5780	23697
1961	5784	23696
1962	5787	23694
1963	5790	23693
1964	5793	23691
1965	5797	23691
1966	5800	23689
1967	5803	23687
1968	5807	23685
1969	5810	23683
1970	5813	23682
1971	5816	23680
1972	5820	23679
1973	5823	23677
1974	5826	23675
1975	5830	23674
1976	5833	23673
1977	5836	23670
1978	5839	23668
1979	5842	23666
1980	5845	23664
1981	5849	23662
1982	5852	23660
1983	5855	23658
1984	5858	23656
1985	5861	23654
1986	5864	23651
1987	5868	23649
1988	5871	23648
1989	5874	23645
1990	5877	23643
1991	5880	23641
1992	5883	23639
1993	5887	23637
1994	5890	23635
1995	5893	23634
1996	5896	23632
1997	5900	23629
1998	5903	23628
1999	5906	23626
2000	5910	23625
2001	5913	23623
2002	5916	23622
2003	5919	23618
2004	5922	23614
2005	5925	23611
2006	5928	23609
2007	5931	23608
2008	5934	23606
2009	5937	23604
2010	5941	23602
2011	5944	23600
2012	5947	23598
2013	5951	23597
2014	5954	23594
2015	5957	23593
2016	5960	23591
2017	5963	23588
2018	5966	23586
2019	5969	23584
2020	5973	23582
2021	5976	23580
2022	5979	23578
2023	5982	23576
2024	5986	23574
2025	5989	23572
2026	5992	23570
2027	5995	23568
2028	5998	23566
2029	6001	23563
2030	6005	23561
2031	6008	23559
2032	6011	23557
2033	6014	23555
2034	6017	23553
2035	6021	23551
2036	6024	23549
2037	6027	23547
2038	6030	23545
2039	6033	23543
2040	6036	23541
2041	6040	23539
2042	6043	23537
2043	6046	23534
2044	6049	23533
2045	6052	23530
2046	6055	23528
2047	6059	23526
2048	6063	23527
2049	6066	23524
2050	6069	23522
2051	6072	23520
2052	6075	23518
2053	6078	23516
2054	6082	23514
2055	6085	23512
2056	6088	23509
2057	6091	23508
2058	6094	23506
2059	6098	23504
2060	6101	23502
2061	6104	23500
2062	6107	23498
2063	6110	23495
2064	6114	23493
2065	6117	23492
2066	6120	23489
2067	6123	23488
2068	6127	23487
2069	6130	23485
2070	6133	23483
2071	6137	23481
2072	6140	23480
2073	6143	23478
2074	6146	23476
2075	6150	23474
2076	6153	23472
2077	6156	23470
2078	6159	23468
2079	6162	23466
2080	6166	23464
2081	6169	23462
2082	6172	23460
2083	6175	23458
2084	6179	23456
2085	6182	23455
2086	6185	23452
2087	6188	23449
2088	6191	23447
2089	6194	23446
2090	6198	23444
2091	6201	23442
2092	6204	23440
2093	6207	23438
2094	6211	23436
2095	6214	23434
2096	6217	23432
2097	6221	23431
2098	6224	23429
2099	6227	23426
2100	6230	23425
2101	6234	23423
2102	6237	23421
2103	6240	23419
2104	6243	23418
2105	6247	23417
2106	6250	23415
2107	6253	23412
2108	6256	23410
2109	6259	23407
2110	6263	23406
2111	6266	23404
2112	6269	23401
2113	6272	23399
2114	6276	23398
2115	6279	23396
2116	6282	23394
2117	6285	23392
2118	6289	23390
2119	6292	23389
2120	6298	23397
2121	6303	23403
2122	6309	23409
2123	6314	23416
2124	6320	23422
2125	6325	23426
2126	6327	23422
2127	6330	23419
2128	6333	23416
2129	6336	23412
2130	6339	23409
2131	6342	23406
2132	6345	23402
2133	6348	23399
2134	6350	23395
2135	6353	23392
2136	6356	23388
2137	6359	23384
2138	6362	23380
2139	6364	23377
2140	6367	23373
2141	6370	23370
2142	6373	23366
2143	6376	23363
2144	6379	23360
2145	6381	23356
2146	6384	23353
2147	6387	23349
2148	6390	23346
2149	6393	23343
2150	6396	23340
2151	6399	23336
2152	6401	23332
2153	6404	23329
2154	6407	23325
2155	6410	23322
2156	6413	23318
2157	6415	23314
2158	6418	23311
2159	6421	23308
2160	6424	23305
2161	6427	23302
2162	6430	23298
2163	6433	23294
2164	6435	23291
2165	6438	23287
2166	6441	23283
2167	6444	23279
2168	6447	23276
2169	6449	23272
2170	6452	23269
2171	6455	23265
2172	6458	23261
2173	6460	23258
2174	6463	23254
2175	6466	23250
2176	6469	23247
2177	6472	23246
2178	6476	23244
2179	6479	23242
2180	6482	23241
2181	6486	23239
2182	6489	23236
2183	6492	23234
2184	6495	23232
2185	6499	23231
2186	6502	23229
2187	6505	23227
2188	6508	23225
2189	6512	23224
2190	6515	23222
2191	6518	23220
2192	6521	23217
2193	6525	23216
2194	6528	23214
2195	6531	23212
2196	6535	23210
2197	6538	23207
2198	6541	23205
2199	6544	23203
2200	6548	23202
2201	6551	23199
2202	6554	23197
2203	6557	23195
2204	6560	23192
2205	6563	23190
2206	6567	23188
2207	6570	23187
2208	6573	23184
2209	6576	23182
2210	6579	23179
2211	6583	23177
2212	6586	23175
2213	6589	23173
2214	6592	23171
2215	6596	23169
2216	6599	23167
2217	6602	23165
2218	6605	23163
2219	6608	23161
2220	6612	23159
2221	6615	23157
2222	6618	23155
2223	6622	23153
2224	6625	23152
2225	6628	23150
2226	6632	23148
2227	6635	23146
2228	6638	23143
2229	6641	23140
2230	6644	23138
2231	6647	23136
2232	6651	23134
2233	6654	23131
2234	6657	23129
2235	6660	23126
2236	6663	23124
2237	6666	23121
2238	6669	23118
2239	6672	23116
2240	6676	23114
2241	6679	23111
2242	6682	23108
2243	6685	23106
2244	6688	23103
2245	6691	23101
2246	6694	23098
2247	6697	23096
2248	6700	23094
2249	6703	23091
2250	6707	23089
2251	6710	23087
2252	6713	23085
2253	6716	23083
2254	6720	23080
2255	6723	23078
2256	6726	23077
2257	6729	23074
2258	6733	23073
2259	6736	23071
2260	6739	23069
2261	6742	23066
2262	6746	23064
2263	6749	23062
2264	6752	23060
2265	6755	23058
2266	6759	23056
2267	6762	23054
2268	6765	23052
2269	6768	23049
2270	6772	23047
2271	6775	23045
2272	6778	23042
2273	6781	23040
2274	6784	23038
2275	6787	23036
2276	6791	23033
2277	6794	23031
2278	6797	23028
2279	6800	23026
2280	6803	23024
2281	6806	23021
2282	6809	23018
2283	6813	23016
2284	6816	23014
2285	6819	23012
2286	6822	23009
2287	6825	23007
2288	6829	23005
2289	6832	23002
2290	6835	23000
2291	6838	22997
2292	6841	22995
2293	6844	22993
2294	6847	22990
2295	6851	22988
2296	6854	22985
2297	6857	22983
2298	6860	22981
2299	6863	22979
2300	6867	22976
2301	6870	22974
2302	6873	22972
2303	6876	22970
2304	6880	22968
2305	6883	22966
2306	6886	22964
2307	6889	22962
2308	6893	22960
2309	6896	22957
2310	6899	22955
2311	6902	22953
2312	6905	22951
2313	6909	22948
2314	6912	22945
2315	6915	22943
2316	6918	22941
2317	6921	22938
2318	6924	22936
2319	6928	22934
2320	6931	22932
2321	6934	22930
2322	6937	22928
2323	6941	22925
2324	6944	22923
2325	6947	22921
2326	6950	22919
2327	6954	22917
2328	6957	22915
2329	6960	22912
2330	6963	22910
2331	6966	22908
2332	6970	22905
2333	6973	22903
2334	6976	22901
2335	6979	22899
2336	6983	22897
2337	6988	22902
2338	6994	22907
2339	6999	22912
2340	7002	22910
2341	7005	22908
2342	7009	22906
2343	7012	22903
2344	7015	22901
2345	7018	22899
2346	7022	22897
2347	7025	22894
2348	7028	22892
2349	7031	22890
2350	7034	22888
2351	7038	22885
2352	7041	22883
2353	7044	22881
2354	7047	22879
2355	7051	22877
2356	7054	22875
2357	7057	22873
2358	7061	22871
2359	7064	22869
2360	7067	22867
2361	7070	22864
2362	7074	22862
2363	7077	22860
2364	7080	22858
2365	7083	22855
2366	7086	22852
2367	7089	22849
2368	7092	22847
2369	7095	22844
2370	7098	22840
2371	7101	22836
2372	7104	22834
2373	7107	22831
2374	7111	22830
2375	7114	22828
2376	7117	22826
2377	7120	22824
2378	7124	22821
2379	7127	22819
2380	7130	22818
2381	7134	22815
2382	7137	22813
2383	7140	22811
2384	7143	22809
2385	7147	22807
2386	7150	22805
2387	7153	22803
2388	7156	22801
2389	7160	22799
2390	7163	22797
2391	7166	22794
2392	7169	22792
2393	7173	22789
2394	7176	22787
2395	7179	22785
2396	7182	22783
2397	7186	22781
2398	7189	22778
2399	7192	22776
2400	7195	22774
2401	7199	22772
2402	7202	22769
2403	7204	22765
2404	7208	22762
2405	7211	22761
2406	7214	22759
2407	7218	22757
2408	7221	22754
2409	7224	22751
2410	7227	22749
2411	7230	22747
2412	7233	22744
2413	7236	22742
2414	7240	22739
2415	7243	22738
2416	7246	22735
2417	7250	22733
2418	7253	22731
2419	7256	22729
2420	7259	22727
2421	7263	22725
2422	7266	22723
2423	7269	22721
2424	7273	22718
2425	7276	22717
2426	7279	22715
2427	7283	22714
2428	7286	22712
2429	7289	22709
2430	7293	22707
2431	7296	22705
2432	7299	22702
2433	7302	22700
2434	7306	22698
2435	7309	22696
2436	7312	22693
2437	7315	22690
2438	7318	22688
2439	7321	22686
2440	7325	22684
2441	7328	22682
2442	7331	22679
2443	7335	22677
2444	7338	22675
2445	7341	22673
2446	7344	22671
2447	7348	22668
2448	7351	22666
2449	7354	22664
2450	7358	22662
2451	7361	22660
2452	7364	22658
2453	7367	22655
2454	7370	22653
2455	7374	22651
2456	7377	22648
2457	7380	22646
2458	7383	22644
2459	7387	22641
2460	7390	22640
2461	7393	22637
2462	7397	22635
2463	7400	22633
2464	7403	22631
2465	7407	22629
2466	7410	22627
2467	7413	22625
2468	7416	22622
2469	7420	22620
2470	7422	22617
2471	7425	22613
2472	7428	22610
2473	7431	22606
2474	7434	22603
2475	7437	22601
2476	7440	22597
2477	7443	22594
2478	7446	22591
2479	7449	22588
2480	7452	22584
2481	7455	22582
2482	7458	22580
2483	7461	22578
2484	7465	22576
2485	7468	22573
2486	7471	22571
2487	7475	22569
2488	7478	22567
2489	7481	22565
2490	7484	22563
2491	7488	22560
2492	7491	22558
2493	7494	22555
2494	7497	22552
2495	7500	22550
2496	7503	22547
2497	7506	22544
2498	7509	22541
2499	7513	22539
2500	7516	22536
2501	7519	22534
